code,label,subcategory,feedback,space
ca,Care received,Activities,"Hi I just wanted to let you know that the Gospel Choir is amazing. I don't know what it is but they make me listen, i am entranced, captivated in their group. It makes me think of my own life and how i know i can change things in my own life.  
Its about making the right choices. They have really touched me and connected to my heart and sole. I think they were rushed a little hard and we did not have enough time. we could listen to them for an hour. when they come back in the summer please don't make it in the daytime as on Thursdays it is shopping for the woman's service and people really do want to come.  
Again a huge thanks for a brilliant Night.  
Topaz ward Rampton",137
xe,Miscellaneous,Everything was good/bad,"My sister and I were very pleased with the excellent care that our mother received at Lings Bar.
This review is long overdue as we are talking about April and May 2017. From parking the car with no worry and charges to the pleasant reception ladies, the well kept grounds, lounges & the little restaurant and last and by no means least the excellent care that our mother received from the professor, the senior staff involved with our  mother and all the rest of the nursing staff, physiotherapists and auxiliary staff we couldn't have asked for better. Our mother sadly passed away but if it couldn't of been in her own home we couldn't have chosen a  better place. The staff realised she was nearing the end of her life and she was put into a lovely room  where  she could look out of the window and see the trees and the birds & the sunshine, she could have the flowers that she loved so  much and she could have  all of her family around her, even her two young great grandchildren were made very welcome. We could also play her Salvation Army music that meant so much to her  without interfering with anyone else.
Thank you all so much.",214
ce,Care received,Emotional care,Challenges with school nursery not understanding how to deal with my boisterous 3 year old son. Every day it made me anxious to collect him and feel like I was somehow failing as a parent. Kaleigh in the sure start team worked with me to put my mind at ease and give me great useful tips/advice/resources to give me back my confidence and take control of the situation.,67
eq,Environment/ facilities,Facilities/equipment,"I did not know that the day care services have been changed. I have noticed the DRC ( Dimond resource Centre ) has been open more. I would like to see more bean bags in use. We have not used the Wii recently, apparently there is something wrong with it. More DVDs would be good. I would like to see more celebrations for other cultures and beliefs. we could celebrate Divali for example. I feel absolutely supported by the staff on the DRC. They play games with me, they talk to me nicely, we have a laugh. they have a good supply of food and drink. breakfast club was good with bacon and croissants- that was a 1st. I like going over to the DRC",124
sa,Staff,Attitude Of Staff,"Just a big thank you Gemma for your help, kindness and above all professionalism. We will miss you but never forget you.  
All our love",25
ap,Access,Provision of services,"The DRC. (Diamond resource centre) is an excellent place. It gives us time to get off the ward.  
There’s a Gym, snacks and pop are available while you watch films. Socializing is possible. So we can meet friends and catch up. It gives us time with different Staff. We chat with them and it’s time to enjoy a different environment  
It is disappointing when the DRC sessions have to be postponed because Staff have to be utilized on the wards, especially for People in segregation.  
Special events like a moving on party would be good where we can mix with friends from the other wards which I think is good for us.",114
ct,Care received,Therapies,"At the Dimond Resource centre (DRC) some things are good and others not so good. TED Therapy does not have enough group time. I don't think there are enough non toll sessions off the ward.  
If they could provide more sessions that should improve things at the DRC.  
The events that are organised are ok. I do feel supported by the DRC staff. They help me and are alright with me.",72
sl,Staff,Staffing levels,"I am on ward Emerald ward B.  Staff do come down to work with me but they often get called away. I do get quite a lot of imput from Staff and the Staff here are really good and they help us a lot.  
The past 3 days it has been fantastic.  I do think we need more people willing to come and work with me, and to work on the ward and be based on the ward. I would like to have definite times and continuity. I need more activities to keep me occupied. The Staff are doing a good job.
I would like to be able to shop, that is go to the shop and functions in a few months’ time. I have done some courses. I would like to do sign language and art. Ideally I would like to do courses twice a week at the DRC. Staff visit once a week and i feel supported they meet my needed  
",166
ca,Care received,Activities,"I've been round many wards in different Hospitals, but have found that this is the best ward for activities and activities + OT provide a good service.  
Diane, Anne + Jane engage well and talk to you. Diane is the best one. They have time as the nurses are too busy on computers.",53
cl,Care received,Made A Difference To My Life,"My experience with Family Support has been really good, I worked closely with Denise and she has helped with coming to play groups. , sleep tight and helped me gain confidence in being a mum and I'm now at the point where I want to be and that's for family support.",50
cr,Care received,Rules/approach to care,"1st experience a nice friendly group made loads of friends; This time around too busy, not much room harder to sit and chat/get experience. Loved doing themes weeks eg Easter cards; Tracey has always been a help and listens to what people want or advice needed.",45
sa,Staff,Attitude Of Staff,"Most people have been very cheerful with me, because of my memory problem I find it hard to think of what to say but I know you have all been good to me. &nbsp;",33
co,Care received,1-2-1 care/Time spent with service user,"Excellent, very careful and obliging.",4
cs,Care received,Advice and support,Didn't know how I would have managed without IRIS. &nbsp;,9
xl,Miscellaneous,Leave (under MHA),"I am on Emerald ward A  
don’t really go to Nurse led sessions on DRC (Diamond resource centre) because I usually have other sessions at the same time. It feels like the girls enjoy these Nurse led sessions on DRC. It is good that some people get off the ward and work in groups. When they otherwise would stay on the ward. We also get a chance to chill out together, maybe watching a film.  
Sometimes there are not enough staff to take us over to activities on the DRC. So we could do with more staff.  
Rampton’s got talent would be a good idea to take part in. Taking part is what is important. Sports on the astro turf in spring and summer would be good as well. It does not get used enough .  
It would be good to have a singing teacher who could teach us to sing properly. Also dance and movement sessions would be good.  
I feel supported by the DRC staff as if I can talk with them and Trust them . I have a good rapport with them If I have a problem they always try to sort it out for me to the best of their ability obviously",210
sp,Staff,Professionalism/Competence Of Staff,"Not had need for the Criminal Justice Liaison and Diversion Service service before; I was apprehensive, on a personal not perfectly suited to me, did job fantastically. Felt fully respected, service faultless. Couldn't ask for better. LT herself was brilliant, communication and organisation brilliant.",43
cl,Care received,Made A Difference To My Life,"Hi, Just wanted to let you know that my son's behaviour has been amazing. We seem to have turned a corner. Even with the builders in and the whole ground floor in chaos he has been so well behaved, polite and caring towards his little brother. I can't thank you enough for your help and support. I'm really using all the strategies and consciously staying calm and D is benefiting so much. It's like I've got my old little boy back. It's such a pleasure to be in his company again!!!  
I couldn't have done it without you, you've been a life saver.",103
ct,Care received,Therapies,"I think Wathwood hospital is a mixed bag at best.  
On the one side, the therapy that I have undertaken has been very useful in helping me to deal with my condition.  
When examined from another perspective, some staff show a complete disregard for personal space or respect, especially on the later wards.  
On this ward, it feels to me as if staff spend the vast majority of time sat down in the patients quiet room, talking about each other and patients and complaining when asked to do any work.  
The nurses I've come into contact with are mainly patronising, with only a small number showing any compassion whatsoever.  
I have experienced wards being regularly understaffed, requiring borrowing from other wards – this affects patients, who won’t approach them because of lack of connection.  
Management take days to respond to incidents.",146
cs,Care received,Advice and support,"To Bev & Gemma. Thank you so much for your care and attention you gave to my husband. I will never forget your kindness. Once again, thank you",27
cs,Care received,Advice and support,"I started coming to babes when my baby was 3weeks old,I heard about it from a friend. I Wanted to meet new mums & get some advice on breast feeding, which I did.  
I've attended baby massage, weaning & baby 1st aid. All classes have been great & have helped me a lot.",53
mi,Communication,Amount/clarity of information,"I didn't have any knowledge of breastfeeding other than knowing that it's the best and the disappointment that my mum felt that she couldn't do it, so I learnt as much as I could and then still found it overwhelming at first. Feeding support worker suggested babes and it's been a brilliant group offering knowledge and support, without the knowledge I've gained I don't know if I would be as confident as I am to natural term feed.  
The group is also great to chat with other mums and for my little one to interact with other children as all my friends has children years ago and are back where I come from so it was all a little isolating at first. Through babes I have also discovered the sensory room at the centre which is a lovely place to go and the bundle of fun group is lovely especially the sing song at the end.",156
mm,Communication,Communication,This facility is downright diabolical. There is no communication between staff here at all. The consistency of care just doesn’t exist. They make you feel like you are wasting your time and are not listened too. Certain staff members try and go above and beyond to help. But they can not do it alone.,53
wa,Access,Time spent waiting for first appt/referral/service,"I contacted Rushcliffe Mental Health Team via the crisis team in November after wanting to end my own life. I have had numerous attempts in the past. I was told that I could be seen the next day by a duty worker at the RMHT. This didn’t happen. It took me 3 more days to be seen after begging them to see me.  
When I was seen I was seen by a CPN there who had 15 minutes to talk to me as they were seeing another patient after. I feel like I had to rush everything quickly. After explaining how suicidal I was and that I just didn’t feel safe, I was told to go home and have a hot bath and that I would feel better. What happened that night was that I had gone away feeling more ashamed and embarrassed than I did before I went in.  
I was sectioned that evening for trying to commit suicide. I don’t feel this would have happened. (I’m still in Hospital now) if I had felt I was properly listened to. And given more advice on how to cope. I was practically left to my own suicidal thoughts!",199
ca,Care received,Activities,"Emerald ward  
I am finding the new revamped day services good at the DRC (Diamond resource centre)  
I think it could improve with more functions on in a morning and afternoons throughout the week Monday to Friday. I would like to use the pool table more in the DRC.  
FOR NEW EVENTS THIS Year I would like to see more tribute bands if possible, folk singers, Caribbean festival food (gluten free) and music,  
I would like to see more courses at the DRC, Like Music, Sciences, History, English and Maths and religious education or religion.  
I do feel supported by the DRC staff.",107
ca,Care received,Activities,"Emerald A ward  
I find the day service at the DRC (Diamond Rescores centre) ok. I don’t think it can be improved. I like the events and would like to see the Rosehip belly dancers again. I would like to see some computer courses and more cooking and education especially English and maths. I definitely feel supported by the DRC staff.",61
eq,Environment/ facilities,Facilities/equipment,"When it comes to value for money- somewhere I have been short changed by this trust. SKY TV @ £28.50 a month. Service was down over Christmas. They took off catch up from our TV for well over 3 weeks now. I pay for SKY Movies over Christmas and I had channels not working for over 6 days. I have had no explanation, no apology and no refund. I feel like I have been robbed. yet if I complain the service turn around and say be grateful was fed and had a bed over Christmas. Many people are homeless and no money. Well you know what I couldn't care less. I haven't chosen to be here.  
I am here on section 3 never committed a crime yet in a high secure hospital. I'm fed up with this service which if I am being honest has poor management. At the end of the day, in today's world, the NHS is a business. get rid of nurses and doctors trying to run this service get proper business men and women.",178
cr,Care received,Rules/approach to care,"My opinion about my stay on B2 ward is that there is not enough done to understand the psychology of the patient.  
It has taken until this year for my mind to clear enough to remember the delusions I had whilst on B2.  
The medical report says very little about my mental condition, just external behaviour.  
The delusions stayed with me even when I had left B2, but no real observations were made by people supposed to be trained in mental health.  
Medication may play a part in mental health, but there should be more focus on psychology and counselling to understand the patient's story and help them find ways of coping better, perhaps we would see fewer suicides then, as people on medication often feel trapped and hopeless in their condition.  
Whilst on B2 the staff disregarded my wife's input and would not communicate with her, they were rude and ignorant to her.  
If they had communicated properly with her they would have gained insight into my mental health, this may have reduced the amount of time spent on the ward and freed up a bed, which are in such short supply.  
I hold the nurse given responsibility for me wholly to blame.  
If they had checked case history and communicated properly with my wife/carer they would have gained insight into how I present normally and have been more able to care for me appropriately.  
Their disrespect for my wife and to her was uncalled for and they still owe her an apology for the disrespect.  
Presenting as over familiar is mentioned in the medical report, it is totally out of character for me, again this kind of thing really ought to be discussed with immediate family and carers, else you are treating someone whilst being blindfolded.  
We (my wife and I ) had received testimony that B2 were bad for communicating with patient's family and carers, we now know for ourselves how that feels.  
Also we had been advised not to use PALS by another friend but we tried, just to get fobbed off with excuses. Twice we have used PALS to no avail. We find the system inadequate to the real needs of the patient and the system for complaints to be a total disappointment for them too.  
Our trust in the NHS is greatly diminished for my safety and welfare, which would take too long to go into now.  
My wife and I have struggled through the last 2 and a half years not knowing who to trust anymore, because B2 and the rest of the system let us down.  
I really do believe the methods for assessing mental health need to be examined and more thorough questions need to be asked of the patient to be able to discern or perceive properly the patient's state of mind.  
Medication may calm them down, but doesn't get to the deeper rooted problems of thoughts and emotions which all contribute.  
I hope to hear of changes within the mental health sector.",519
ss,Staff,Staff: General,All the nurses have been fantastic and thank you for all the care.,12
ss,Staff,Staff: General,Caring and passionate podiatry team. All team members always feel patients welcomed and cared. They are very professional and knowledgeable about foot care with outstanding interpersonal skills. . Great asset to the Mary Potter practice and NHS in general.,38
sp,Staff,Professionalism/Competence Of Staff,"I cannot praise enough both consultants and occupational therapist on Trent ward. There are are not only extremely professional, but also empathetic and compassionate with primary focused on patient care.",29
cs,Care received,Advice and support,"My son was referred to the Home Talk service due to language delay at 2 year old.  
At the start of Home Talk I was feeling nervious as it was something new and I wasn't sure how H would react. Those feelings soon passed when Chris arrived. H loved her, they played games, read books and sang songs. H's talking came on in leaps and bounds in no time at all. I also feel Chris taught me the correct ways to teach him when she wasn't there, the main thing being patience.  
H went from saying a few words to sentences in no time at all and I would, because of this, recommend Home Talk to any parents whose child was struggling like H. An absolutely brilliant helpful service.  
The best thing that could have happened for H. Thank you Chris",143
mi,Communication,Amount/clarity of information,"We loved working with Kate, she helped us to understand simple things wich helpt our family. Now we know that been diferent is good if we can kind balanc between diferent!",30
cs,Care received,Advice and support,"As a new mum of twins I was delighted to find out that the Rushcliffe District of the Nottinghamshire Children & Families Partnership were wanting to start a local twins and multiples group in my area. They were looking for volunteers to run it, and myself and one of the other mums put our hands up. The support and guidance that we've received from Sarah C and her team has been nothing short of outstanding. They are always there to listen and offer guidance when necessary. The twins group has been a huge success, and we have now had to move to a larger venue! Again, the local team have been there to hold our hands and have committed to continuing their relationship with us in our new venue. We cannot thank them enough for all their hard work in this venture.",141
cc,Care received,Care received,"When I found out that I had cancer, I was relieved in one way because I had felt so poorly for quite a while. In another way I felt I was strong enough to deal with it and accept I might not have long to live. But then as the reality hit me and I started the chemo programme the challenges hit me hard. Not being able to be the active positive person I used to be, and accept that fact was devastating. I realised I needed some support and I asked for it from the special nurse support team. They referred me to the Palliative Care team based at John Eastwood Hospice.  
I was helped with home aids to support me and with advice on how to cope with my situation, because at the time I was drowning in a black hole. It was also suggested that I might try day care, something which I thought I was not ready for. I now know and appreciate that it was the best thing I could have done. The help, support, care and attention was excellent and I really felt at last I could talk and be listened to and guided.The treatment I have received from everyone in KMTC since I started with my cancer has been excellent, and I am truly grateful to the whole team.",226
cc,Care received,Care received,All the care that I have received has been exceptional. I cannot thank you all enough for all the care I have recieved. You Nurses are amazing - especially Di S.,30
ss,Staff,Staff: General,"To Gemma, Thank you for everything.",5
ap,Access,Provision of services,"I have been volunteering in sure start since 2013 and now my children have progresses into school.  
i have still remained on the parents forum and chair the monthly meetings  
i was never confident as i am now and thats through going in to groups and going upstairs to adult ed knowing that my children are being looked after, my boys got used to being left for 2 hours and when they started nursery they were confident to be left. i have since completed my BABES Peer supporter training and am now volunteering in 2nd warsop scouts and its brilliant. this is all by coming into groups, building confidence and actually started talking to someone. i have helped my children to be confident to. thank you sure start.",129
cs,Care received,Advice and support,"Following a recent admission to Redwood 2, I had the privilege of meeting members of staff. This wonderful team helped me with there support and encouragment to find my way on the road to recovery. The nail painting/hand massage was not only relaxing but felt like a pampering. Session. The introduction to Uno is something that since coming home I intend to introduce to my grandchildren. You will be pleased to know we are having a family day on Sunday and I intend to display my magic you so patiently taught me. You never know I may even take up the ??.
Thankyou I don't feel is enough to say to you guys. I now hope as a service user I can hopefully give something back to some part of mental health services.",131
cs,Care received,Advice and support,"I have recently had an admission to Redwood 2. It was here that I had the privilege of meeting the OT team. These professionals helped me on my road to recovery with there dedicated help, support and encouragment.
In particular my thanks go out to a member of staff who taught me the art of relaxation. I can't wait to be on that beach and walk to the lagoon for real, which now after your help I know I can do.
Thankyou does not seem enough to say to you all.
I am now longer in what for my family and I can only be described as an 18 month nightmare. I'm now looking forward to giving something back if I can as a service user.",122
cs,Care received,Advice and support,"I came to group to gain support from mums who are breast feeding as I was struggling with feeding and feeling frustrated with the lack of and conflicting support from the midwives. Coming to the group helped me to feel supported and that I wasn't the only one feeling like this. The group also normalised a lot of feelings and breast feeding and provides confidence with feeding in public and developmental milestones. I would recommend babes.  
I feel the centre would benefit from a younger babies group as 0-18 months is such a developmentally different group and we did not get invited to the baby massage due to the Christmas break. I feel it would be helpful to have a reserve list if spaces are unattended.",126
cs,Care received,Advice and support,"I go to bundles at Kettlebrook and spoke about my breast feeding concerns, My son is 5months old and I felt that I wasn't giving him adequate amounts of milk throughout the day. I was advised by the surestart worker to attend the BABES group in Eastwood for support and advice. I attended the next day and spoke to one of the leaders of the group who gave my some advice and websites to check so hopefully this will work. I also spoke with other mums and they eased any concerns I had about my milk supply.",96
cc,Care received,Care received,"I was offered the chance to attend a Baby Incredible Years course at my local Sure Start children's centre, at Oak Tree in Mansfield.  
After having my first child, I was keen to sign up to a structured program, where I might get the chance to meet other parents with children of a similar age to my son of 8weeks, and hopefully make friends.  
Being a new mum, before the course, I felt very anxious and pretty low and found although some parenting skills came naturally, I was unsure of what to expect next.  
This course was fantastic. A well prepared 6-8 week program delivered by kind, knowledgeable staff who made everyone feel welcome and encouraged us all to contribute. I found my confidence grew and I am still in touch with those I met during this time. They were some of the most challenging weeks of my life, being sleep deprived and worrying about my child's health and development. I didn't feel alone anymore. Many of the worries I had disappeared. The world would be a dark place for new parents without Surestart support. Thank you Fiona, Denise and Lynn for your guidance.",196
ce,Care received,Emotional care,I've come back as had such a positive experience with the group with my first and made so many friends that I would like to repeat that and make my feeding experience with this one not only a positive one but a wonderful one. I also don't have many friends with baby's the same age so it's been so nice to meet some friends with children the same age so they have little friends too&nbsp;,74
sa,Staff,Attitude Of Staff,"Paula (children's worker) is one of the the nicest people we have ever met. She's very approachable and we feel as if we can ask her anything. She is absolutely wonderful with the children and a real credit to this nursery. My daughter has really enjoyed this playgroup and grown into a confident little girl and that is all thanks to Paula and her team at the playgroup. Paula works extremely hard and is constantly interacting with the children, she is one of the reasons we come to this playgroup.",89
cs,Care received,Advice and support,"Requested support from sure start to help with my daughters behaviour and how to better emotionally support her. Teresa started seeing her at school and myself at home, through this I realised it wasn't just issues with my daughter's behaviour but my own also!  
Teresa has shown me a different way of looking at my daughter's behaviour and her reasons for being this way which has changed how I react in situations which has resulted in me being in control and coping with and resolving issues",86
cs,Care received,Advice and support,"It's a supportive and friendly group, &nbsp; I can talk to peers and peer supporters.",14
cf,Care received,Carer support,"Bassetlaw carer support group.  
It has been a delight to find carer services, having begun our journey in 1940 when families were seen as the problem. I have been involved in developing carer support for about 20 years but have only discovered this group in the last 3 years. It has been a lifesaver being among people who understand both aspects of my daughters mental health problems.",67
cs,Care received,Advice and support,I have found the babes group to be incredibly supportive and helpful during our breastfeeding and weaning journey. It has been brilliant to speak to other mums who have been through similar experiences and to listen to their advice and suggestions. We found the group through Rachel who visited us at home to help us establish breastfeeding.,56
cs,Care received,Advice and support,Friendly and supportive group. Great place to meet other families.,9
ce,Care received,Emotional care,Nice to meet other people on the same journey and not feel a burden to ask for help.,17
cs,Care received,Advice and support,"Coming to BABES is great support. It is nice to know I am not on my own with my 'mum struggles', everyone else is going through the same.",27
cs,Care received,Advice and support,Family support services and Julie have helped with family routines and I can now feel happy and confident to attend groups and courses with friends. I understand and have strategies to deal with boundaries and behaviour. Overall been a good experience and very helpful. Thank you,45
cs,Care received,Advice and support,"I have enjoyed coming to the Hucknall Children's Centre because it's got me out of the house and socialising which I find quite difficult. The courses and people I have met were kind, friendly and helpful. They've made me more confident in a lot of areas and continue to help me.",50
sa,Staff,Attitude Of Staff,Very friendly. Felt I could talk openly 123 course is great. Will be telling lots of friends to take the course. The course should be advertised in schools. &nbsp;,28
cs,Care received,Advice and support,123 was very good and learnt different ideas from other people attending. &nbsp;,12
cs,Care received,Advice and support,The course is fantastic learnt so much feel confident trying new ideas will benefit us all. &nbsp;,16
cl,Care received,Made A Difference To My Life,"Thank you. cannot express how I feel after being involved with the OT department at Highbury Hospital. You all helped me on my road to recovery- when I could see no way out of what I can only describe as a nightmare. In particular Eileen for her relaxation sessions, games, art sessions. I think the first cafe group I attended was busy, however the staff took this on board and the next group was smaller which made it more enjoyable",79
sa,Staff,Attitude Of Staff,Park House Dental Clinic. Staff are always super patient and make you feel very good,14
sa,Staff,Attitude Of Staff,"Park House Dental Clinic. Both the dentists were really nice, they were called Lauren and Monica. They explained everything that happened and they were very careful.",25
sa,Staff,Attitude Of Staff,"My daughter was extremely nervous about her treatment but Monica and her assistants at Park House Dental Clinic were great in reassuring her and making her comfortable. She now has no fears when attending.  
Information and advice has always been clear and well explained. Thanks for everything!",47
cr,Care received,Rules/approach to care,"The complaint process is slow,not transparent and focuses on the people who delivered care and not on me the patient. I am shocked that I have to post this comment as I worked for the NHS for over 25 years. I struggle daily now to find any purpose and I should in fact be grieving for my lost sister. No more words can adequately encompass my frustration and sadness and loss. Not to mention feeling worthless and let down by the NHS",81
tx,Transition/coordination,Transition And Discharge,"My partner was diagnosed with terminal lung cancer December 2016, given a prognosis of 6 to 8 months without treatment and was put on palliative care.  
The district nurse visited February 2017 and we were told that she would phone monthly if visits were not required. Monthly calls were not received.  
The treatment went well, and help was not needed until this week,February 2018 and on calling the community nursing service I found out that he had been discharged from care in August 2017.  
This had not been communicated to us and I do not believe that decisions should be made about patient care without communication with the patient.  
We feel abandoned.",115
cf,Care received,Carer support,"6 week Program at Oak Tree Sure Start Centre. &nbsp; This course has made a massive positive influence on my Family, &nbsp; helping me to improve our Baby's sleeping routine. I am grateful to have learned the efficient strategies that I have started to apply straightforward. Thank you very much for Emma and Fiona. Very considerate teachers, addressing all the questions in a very delicate way, never forcing any information and delivering all the sessions in an interactive and respectful way. Can't recommend this course enough to anyone who struggles with Baby's sleeping routine. Thanks a lot! ! !",98
cs,Care received,Advice and support,Took my 2 year old daughter to help improve her language and listening skills. I wanted to learn new ways to make activities fun and get her to listen more. I have learned new games and songs to capture her imagination and improve her listening. We both enjoyed the sessions very much.,51
cs,Care received,Advice and support,"I started seeing a family support worker shortly after moving from Birmingham to Nottingham, previous to moving I suffered post natal depression and anxiety.  
Regardless of support, I wasn't improving with my mental health so I moved to Nottingham. Since moving here, I've had amazing support from my family support worker who goes out of her way to provide me with the support I need and also an ear.  
I was placed on a little talkers course, which I thoroughly enjoyed attending with the children, I was able to learn of better methods to interact with children, my 1 year old also improved a lot with his speech which I feel was a benefit of the course. The staff were amazing and kept the children simulated with lots of different activities.",132
cl,Care received,Made A Difference To My Life,I went on a 6 week well being course which really helped boost my confidnece&nbsp;,14
cs,Care received,Advice and support,Baby Massage. A lovely way to bond with baby and skills obtained to be able to use at home,18
sa,Staff,Attitude Of Staff,Baby Massage. Very friendly and kind staff. Venue is always very clean. I always feel welcome. Thank you!,17
cr,Care received,Rules/approach to care,I attended a baby group at a Sure Start centre and the staff were trying to raise awareness of the importance of mental health. On this day the staff took mums away in small groups to another room for a hot drink and cake while they looked after their little ones. We also received a small chocolate gift from the staff. This was a really enjoyable morning and it was obvious that the staff had put in a lot of effort to make mums feel special.,85
ee,Environment/ facilities,Environment/ facilities,Baby massage. A warm and inviting session which we looked forward to every week. Baby Massage gets a thumbs up from us! Thank you Lorraine,24
ap,Access,Provision of services,We really enjoyed the course and wish it was for longer. I'm really pleased this course was free in our area because it's nice it is available for everyone and their babies to attend. &nbsp;,34
cs,Care received,Advice and support,"Baby Massage. Excellent place to come and learn about parenting techniques, meet other parents & gain understanding about child development. Love it!",21
cc,Care received,Care received,My care is at Cherry Ward and is absolutely brilliant. God bless all the staff.,14
ca,Care received,Activities,I attended a session of bumps and babies at Ladybrook Children's centre. We were doing a first aid course with our babies. It was very useful to take part in this course and hear and learn about the first help and CPR. The course was delivered with a bit of humour and in an interesting way. I found out about the help that I could administer straight away if my baby should need it (the CPR) I liked the opportunity to practice this on a dummy. Looking forward to more courses like that. Thank you!,94
cr,Care received,Rules/approach to care,"I attended a baby massage course which was fantastic. It has given me the confidence to do it with my baby and has reinforced the bond between us. They created a relaxed area and gave me the opportunity to meet other parents, which has helped me on an emotional and social level. The baby massage has helped with my routine at home with my baby allowing him to relax before having a sleep. Me and my baby thoroughly enjoy it! Thank you so much to Titchfield children's centre Mansfield",88
cr,Care received,Rules/approach to care,"I love the experiences at surestart centre, love bonding with my daughter and learning all the new skills and meeting new mums. Great got me out of the house and building up my confidence in knowing I am doing the right thing.",41
cs,Care received,Advice and support,Since I done "Hey": - I started having an extra meal;  - Eating as a family;  - Checking what I'm buying;  - Being a better role model to my children,32
sa,Staff,Attitude Of Staff,"I found baby massage very useful, however, my baby was quite unsettled at some sessions. I was reassured by Denise and therefore felt more at ease during the sessions.  
I would definitely recommend the course and the centre.",38
co,Care received,1-2-1 care/Time spent with service user,"Ann is very persistent (in a good way) and has also been a very good support.  
Since Ann came the things we work on has helped a lot and honestly I couldn't have done it without her.  
If needed any more help I would definitely ask for help with Ann again.",52
cr,Care received,Rules/approach to care,"As a new mum with no local family, the Broxtowe children's centres have been an invaluable support over the last few months with my baby.  
My introduction to them was postnatally, when I was invited to attend a baby massage course, run by Nicola - this was a great opportunity to make friends with babies of similar ages. The course itself was so much fun - over 4 weeks we were taught how to use baby massage to connect to our babies, calm them, and help minor ailments such as wind and constipation. Nicola then introduced us to other services, including the baby clubs and breastfeeding support group BABES. All of these are free, and run to a high quality.BABES with Nicola again has been invaluable - so much encouragement and advice, provided in a relaxed setting. Without her help I might not have continued breastfeeding over the last few months.  
Thank you to the Broxtowe team.",158
cr,Care received,Rules/approach to care,"Both me and Imogen enjoyed baby massage, we use the techniques both to relieve ""tummy ache"" and also a fun bonding experience after bathing at nightime to calm and relax. Its a shame the course had to finish after a fun 5 weeks!",42
ss,Staff,Staff: General,"My daughter was terrified of the dentist before she came to Park House. Now she cannot wait to come here.  
All the staff are brilliant, so much patience and kind. Thank you all so much.",35
ss,Staff,Staff: General,They made me feel happy and safe at Park House Dental Clinic.,11
tc,Transition/coordination,Consistency/Continuity of care,"My father was under the care of Sarah P. a Community Matron for the last 5 years of his life. He described her as 'The Miracle Woman'. She visited dad at least once a week, spending time listening to how he was feeling and stepping in to help when he needed medical attention. She knew Dad, and she could see as soon as she walked in whether he was his normal self, or if there was a problem. She became a great support and friend to us as a family. If we had any concerns about Dad we knew we just had to call Sarah and she would be there to help. She was able to recognise infections etc early and ensure that Dad got prompt treatment, this prevented much suffering for him and also negated the need for a hospital admission. I cannot praise the Community Matron service enough and hope that the NHS Managers recognise the contribution they make to peoples lives.",163
cr,Care received,Rules/approach to care,"I have been a perinatal befriender for over 12 months now and I am so proud that I have been part of a programme that supported a new mum who really needed a friend and someone to help her see there was a future with her baby.  
The training was excellent and allowed me to ask those questions that I was uncertain about considering I do not work within this area. I was nervous and anxious about meeting my new mum when we got matched, but it felt so natural straight away and we quickly developed a friendship. I put this down to the staff at Rushcliffe who paired us as it is so important that you can get along.  
The staff within Rushcliffe were so supportive and always available for me to speak to after every visit and express any concerns I had. This was a huge factor and meant I handed over any worries rather than them consuming me between my visits. As a volunteer you are made to feel part of the team which surprised me but also made me appreciate all the hard work the centre does.  
The new mother I was paired with was experiencing some issues and each week I never quite knew what to expect but I do feel my weekly visits did help and fundamentally I had the time to chat to her and point out how far she had come, even on those days she could not see that. It didn't take long for her to open up to me (more than I believe she would have done to the Family Support workers) and I feel this is so important with this service, especially when a new mother is struggling with mental health issues on top of becoming a new parent which is life changing anyway.  
My time when we met up was more about giving her emotional support rather than practical as this is what she needed. I remember one day her feeling extremely low and vulnerable so I gave her a break down of her day and what she needed to do and returning the following week she told me she had done what I had told her to do and how it had helped. I felt so pleased that I had focussed her and helped when she was feeling so low. Each week was so different and she would have a new worry but together we could focus and get through issues, such as the thought of returning to work, which eventually she did.  
I have finished supporting my mum now and looking back on the journey we have been on it is incredible and I feel very proud of her and how far she has come. I know she had a lot of support but I strongly feel that this service really did help her and gave her some continuity in her quest to improve her life as a new mother.  
For the family support team to be able to offer this service it is so important as I was lucky I had friends and family to support me when I had my children but there are so many who are alone and this service provides that extra support needed.  
Please keep up with good work Rushcliffe!  
",558
sa,Staff,Attitude Of Staff,"The nurses and support workers are Guardian Angels who saved my soul.
It’s not an easy environment sometimes due to different types of patients being aggressive and shouting but the staff did their best to minimise impact on others.
Most importantly I was safe from myself. I was a little upset at times that things happened behind my back with no explanation ie referrals to move wards, contact with social services etc.
Ps the food needs a definite review sometimes unhealthy sometimes horrible and it’s toast, toast, toast �",85
wb,Access,Time spent waiting between appointments,"After an initial consultation approx 2 and a half months ago, I have heard nothing. Only to have an appointment cancelled on me with slow attempt to re-arrange. I am constantly chasing! Awful!!   I will re-consider my review once I actually receive a service.",45
xe,Miscellaneous,Everything was good/bad,"I was recently looked after and treated by the Crisis Resolution Team (County). The care I received by the doctors and nurses was of a very high standard throughout my treatment and eventual recovery. All staff were responsive to my needs and were very understanding and supportive when I needed them most.
The out of hours support I received was amazing. If I needed to ring the team at any point during the day, I was able to. Their response was quick and without delay.
I would like to say a big thank you to all staff and I will always be grateful for the help you all gave me when I needed it the most.",113
ce,Care received,Emotional care,I'm happy with the help I've had. I have a better understanding of things and how to manage different behaviours. I would recommend 123 Magic to other parents.,27
