,code,label,subcategory,feedback,space,sentiment_score,sentiment tag,Human eva
344,mm,Communication,Communication,Inform patients what will happen next.  I was on a waiting list for therapy/under the team for 10 months and I was not informed of this.  Therefore I didn't utilise the services fully. ,35,0,neu,neu
11953,ct,Care received,Therapies,"Me and my baby have absolutely loved baby massage. It has been a great experience and opportunity for bonding one to one. Hayley was fantastic, extremely professional and knowledgeable.",28,0.9402,pos,pos
5591,mi,Communication,Amount/clarity of information,"Very informative, very practical staff.",4,0,neu,pos
303,xn,Couldn't be improved,Nothing to improve,Nothing - perfect,2,-0.4585,neg,pos
9633,xn,Couldn't be improved,Nothing to improve,Nothing all good,2,-0.3412,neg,pos
1590,ap,Access,Provision of services,"The change of normal routine e.g. smoking, prison, no education.
Finding education avenues and getting skills (life skills) and better ways of coping. ",22,-0.3818,neg,neu
3303,cc,Care received,Care received,Good,0,0.4404,pos,pos
1500,xe,Miscellaneous,Everything was good/bad,Everything. Felt very comfortable and at ease.,6,0.7264,pos,pos
7733,ss,Staff,Staff: General,Very busy ward although staff and doctors were lovely the ward is extremely busy the poor staff are rushed off there feet,21,0.1119,pos,pos
202,xn,Couldn't be improved,Nothing to improve,There was nothing that could be done better. It was perfect.,10,0.765,pos,pos
2332,sa,Staff,Attitude Of Staff,"The nurse treating at the podiatry clinic, warm, friendly, calm.",9,0.7506,pos,pos
7348,sa,Staff,Attitude Of Staff,"Staff are very friendly, this ward is our home away from home. It’s always clean, staff always are there for you and will go above and beyond to help make your stay as comfortable as possible. They have looked after my boy so well. Thank you.",45,0.9494,pos,pos
3287,mm,Communication,Communication,"GettIng equIpment was all brIllIant, very helpful too.  The communIcatIon was excellent made me feel confIdent wIsh he could come every week.",22,0.9476,pos,pos
9851,xn,Couldn't be improved,Nothing to improve,"Nothing, all was good.",3,-0.3412,neg,pos
6454,cc,Care received,Care received,Excellent care,1,0.7845,pos,pos
8117,xn,Couldn't be improved,Nothing to improve,Can’t think of anything,3,0,neu,nue
5384,sa,Staff,Attitude Of Staff,Very friendly people.  A lot of information.,7,0.5413,pos,pos
6969,cc,Care received,Care received,Never been so well looked after.,5,0.4101,pos,pos
7550,sa,Staff,Attitude Of Staff,The kindness of all the staff,5,0.4588,pos,pos
11422,sa,Staff,Attitude Of Staff,"Hi, I’m A Catherine Wheel and I access adult mental health services via the Stonebridge Centre, City (East) Team, Nottingham  
My post is about Humbling Pie and eating it, at the Stonebridge Centre  
For some time I’ve been chuntering, moanin’ un groanin’ about the reception staff at the Stonebridge Centre and now I take it all back because I have made two visits recently and have been welcomed and looked after with the utmost cheer and helpfulness. So I’m overjoyed to now be eating humble pie despite failing to find the custard app on my laptop.  
A whopping thank you to the staff on reception. You have supplied mugs so I could have some water - twice, spent a great deal of time procuring a prescription that had not been left with you for me to collect, and helped me with some pronunciation queries.  
If this is not enough on both occasions I buzzed the intercom to get in the Centre, and you kindly and encouragingly said to just open the door. This was further topped on both occasions with a welcoming reassuring smile and warm greeting. This had a very positive affect on me as on both occasions I was quite anxious. The latter time because I was seeing a psychiatrist I had never met before and felt worried and tense about this. You put me so much at ease that the consultation started well and progressed even better. I think you enabled the tone of that consultation to be set so that I could benefit a great deal from the appointment. Thank you so much.  
I feel warm inside writing this post. It brings to mind those old school days in the Netherlands recalled in the song I can’t remember. That occasion…..  
I ate humble pie  
When I was in Reception  
I thought you’d never change  
At the Stonebridge Centre  
You have proved me wrong  
Greeting me with a friendly look in your eyes  
Made me realise  
Humble Pie’s just my dessert  
You’re surely ace  
Now I see us all in sweetness and light  
I have to say  
i was oh so wrong  
And I’ve learnt something else now, that's right  
I am just amazed  
At your warm welcome  
Makes me want to come  
To the Stonebridge Centre  
Who needs custard on pie  
Now a bottomless jug of your love’s  
Held out to me  
By your care and kindness  
At the Stonebridge Centre  
Thank you, thank you, thank you  
And it’s down to you  
You’re really great, thank you  
It’s a dream come true  
I so want to thank you, thank you  
At the Stonebridge Centre  
(Acknowledgements: In the style of: When I kissed the Teacher. Songwriters: Benny Goran Bror Andersson / Bjoern K Ulvaeus. When I kissed the Teacher lyrics, Union Songs Musikforlag AB. Universal/Union Songs Musikforlag AB) Accessed online: 8 May 2019.  
Thanks to everyone in Reception, reckon it’s love all.  
Re-seeing you  
A Catherine Wheel  
In the Certain Ages, with nothing to lose and everything to gain",539,0.9988,pos,pos
6159,sp,Staff,Professionalism/Competence Of Staff,"Because that’s my personal experience, teams were efficient",7,0.4215,pos,pos
5169,sp,Staff,Professionalism/Competence Of Staff,"The staff have looked after my difficult relative really well, they are so demanding all the time. T he staff have the patients of a saint.",25,-0.3815,neg,pos
5378,sa,Staff,Attitude Of Staff,"Very friendly and helpful, informative.  Emailed to me promptly and a copy of the exercise programme and posted me a band in a timely manner.",25,0.762,pos,pos
10783,sa,Staff,Attitude Of Staff,"I Do you use all my clinical team members The consultant Social worker, named nurse, psychologist.  
I am seen regularly by the clinical team members, The Consultant is nice.  
my clinical team helps me to recover but I don’t know how. I would like more help with my temper  
There is a Patient council at Rampton but i dont feel conected to it",65,0.7383,pos,pos
7457,sa,Staff,Attitude Of Staff,Staff were good * is the best,6,0.7964,pos,pos
8661,ss,Staff,Staff: General,Lovely people.,1,0.5859,pos,pos
9235,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,neu
381,cc,Care received,Care received,"We need more time out of our rooms.  For example, we need more time in the dayroom. ",18,0,neu,neu
1883,ml,Communication,Listening,She listened.,1,0,neu,pos
1312,cc,Care received,Care received,Happy with all the treatment.,4,0.5719,pos,pos
11729,cc,Care received,Care received,"Quantock ward. I do feel involved in my ward round and have more input into it. You could improve the personal individual treatment to have more support in possible more activities. Caring yes when we get more things to do and more information on this would be good. We definitely have a sense of community on the ward. Safe, right amount of staff, no I don’t think we do have the right amount. You need more recruiting being done. More staff around would aid good communication. I need more information on pathways and I would like to see staff give us more dignity, having more support for medication perhaps",108,0.9818,pos,neu
11617,cs,Care received,Advice and support,Their help with weaning made me more confident to introduce purees & finger foods.,13,0.7346,pos,pos
7572,sa,Staff,Attitude Of Staff,The nurses were very nice and very patient,7,0.4754,pos,pos
11104,cc,Care received,Care received,"I really enjoyed this course because it was parents teaching the course so they knew what we were going through with our children. I would do the course again if I could and it was nice. We weren't the only one who was going through it. What a fantastic idea for parents teaching the course. Thank you so much, I learned a lot from the course.",65,0.9099,pos,pos
4776,wa,Access,Time spent waiting for first appt/referral/service,Should have started treatment when I came out of hospital at the end of September.  I feel I would have got on much better than of now.,27,0.4404,pos,neu
10928,ss,Staff,Staff: General,Talking through and counting as the treatment is carried out really helped. Being able to ask lots of questions was good. Monica is amazing,23,0.7717,pos,pos
1634,ml,Communication,Listening,"I saw Natasha at the QMC. She listened carefully and was sympathetic towards my condition. At every step, she provided advice on ways to improve my health and condition and how I felt in taking up the necessary steps. I didn't feel rushed as the appointment time with Natasha ran over the allotted time given. ",55,0.7717,pos,pos
390,ca,Care received,Activities,"The staff could teach us the basic skills of maths and English language.  The staff could take part in teaching the patients and help them with their cooking sills and gardening skills and woodwork and keep fit skills and going out for fresh air, more walks.",46,0.7579,pos,neu
5881,sa,Staff,Attitude Of Staff,XXXX was so patient and kind and helped me regain so much confidence. Thank you,14,0.8752,pos,pos
6425,cc,Care received,Care received,Everything was fantastic well done nurses,5,0.6908,pos,pos
5938,ss,Staff,Staff: General,* is always kind and welcoming,5,0.743,pos,pos
2613,xm,Miscellaneous,Miscellaneous,The course work. ,3,0,neu,neu
9858,sa,Staff,Attitude Of Staff,"Nothing, as everyone has always been kind.",6,0.5267,pos,pos
4656,sp,Staff,Professionalism/Competence Of Staff,Professional help provided,2,0.4019,pos,pos
1087,cr,Care received,Rules/approach to care,"Quick, efficient, easy to use equipment.",5,0.6908,pos,pos
10612,sa,Staff,Attitude Of Staff,To all the wonderful people who have been so kind and patient with me during 2017. &nbsp; You are all very much appreciated. &nbsp; Thank you.,25,0.9342,pos,pos
10165,ss,Staff,Staff: General,"The nurses who looked after us today are angels and deserve a medal, nothing was too much trouble and made me feel at ease as a mummy thank you * and * xx",32,0.6597,pos,pos
10250,sa,Staff,Attitude Of Staff,"Very caring in every department, thankyou.",5,0.5413,pos,pos
11295,cr,Care received,Rules/approach to care,"Meder Vale Bungalow / Warsop C/C  
The sure start groups have been fantastic start for my boy. He is now 2 and has really enjoyed attending.  
They are fantastic and it would be a shame if they did stop",40,0.8313,pos,pos
5180,sa,Staff,Attitude Of Staff,The staff were very caring and welcoming.  Good food.,9,0.861,pos,pos
11278,sa,Staff,Attitude Of Staff,"My experiences here have been lovely, always welcome, feel safe and secure. Children are always happy and plenty of toys for children to choose and play.  
Staff are lovely and genuine. Can talk to staff without the feeling of being judged.",41,0.9667,pos,pos
11250,ti,Transition/coordination,Coordination/Integration Of Care,"My elderly mum of 92 was sent from Queens Med to Lings bar for rehab as she has broken her ankle.
My mum was showing anxiety signs when she arrived and had been treated at Queens before being discharged to Lings Bar for an infection.
After a few days in Lings Bar her distress was increasing and we were told it was probably seizures due to her dementia.
They decided that she should go back to Queens and called an ambulance. The ambulance crew said it wouldn't be seizures as she was able to grip our hand and most likely could be a water infection!
I asked if this could be the case in Lings Bar and was told she didn't have an infection and anyway they were a rehab centre and not a quote ""medical ward""
After arriving in A&E we were told she DID HAVE A WATER INFECTION AND THEY TREATED HER FOR THIS with antibiotics.
Mum recovered quite quickly as is back on a ward in queens Med.
It would seem to me and I know more than most because we have had the misfortune to be in and out of hospital with cancer illness etc that our NHS system cannot cope with the amount of people using it.
It would also seem that you have a 50/50 chance of being looked after as you would expect.
Signed Sad and frustrated",224,-0.9508,neg,neg
415,sa,Staff,Attitude Of Staff,"Staff to have compassion. 
Listen to us. ",7,0.4588,pos,pos
7249,cc,Care received,Care received,Pleased with the care I received,5,0.7269,pos,pos
1511,xe,Miscellaneous,Everything was good/bad,All your service. ,3,0,neu,neu
4478,tc,Transition/coordination,Consistency/Continuity of care,"No continuity, would have preferred to see same nurse as having daily visit and had new nurse each visit.  Also felt as a result of current Covid 19 pandemic it would be preferable to see the same nurse not lots of different nurses.",43,-0.296,neg,neg
4443,ct,Care received,Therapies,"My thoughts of this experiences, it took some time to heal because there was so many different persons with their own ways and opinions as to how to cure my leg.   I feel that if the same person was there with the same ways it would have been better for my leg.",53,0.4404,pos,neu
12186,ss,Staff,Staff: General,"written on behalf of some of the patients on Coniston ward;  
we want to praise the staff for how they have managed us (the patients) and the restrictions everyone (patients and staff) are currently experiencing. The situation has and continues to be difficult and we understand the reasons why things are as they currently are, but, it is becoming harder and harder for us not having any leave or visitors to the unit  
",75,0.2316,pos,pos
3586,mi,Communication,Amount/clarity of information,I found MSK assessment with XXXX clear and I understood all the information given to me.  I now have an appointment date.,22,0.3818,pos,pos
9991,eq,Environment/ facilities,Facilities/equipment,Pee bottles in the toilets.,4,0,neu,neu
6983,sa,Staff,Attitude Of Staff,Nice staff,1,0.4215,pos,pos
655,aa,Access,General,"Phoning to make an appointment for a blood test. Phone constantly being picked up and cut off without any answer or response. Called multiple times and no response. I obtained access to an appointment by using another health centre to book appointment, putting additional pressure on that service without any problems at all. Serious issues noted from reviews online by service users about highcroft surgery's communication and answering the phone. I have not had to deal with this surgery before, and am appalled at the service level provided.",87,-0.7609,neg,neg
3286,sa,Staff,Attitude Of Staff,"General Good care and carIng staff.  Answer call bell promptly, to notIce If patIent Is comfortable.",16,0.9118,pos,pos
7262,wa,Access,Time spent waiting for first appt/referral/service,Quick admission and discharge,3,0,neu,pos
1121,ss,Staff,Staff: General,Chance to meet other Ncarers.  Andrea & Nicky very good. ,11,0.6361,pos,pos
5857,mm,Communication,Communication,"XXXX was always keeping us informed of progress re: equipment, nothing was to much trouble for her - 1st class  
thank- you XXXX",23,0.3818,pos,pos
9833,xn,Couldn't be improved,Nothing to improve,Nothing with the current situation we are in.,7,0,neu,neu
939,mm,Communication,Communication,Explained well.,1,0.2732,pos,pos
10089,sa,Staff,Attitude Of Staff,Staff is very helpful and caring.,5,0.762,pos,pos
3289,mi,Communication,Amount/clarity of information,GettIng InformatIon on nutrItIon and exercIse Is very helpful to lose weIght or maIntaIn the weIght.,15,0.0334,neu,pos
3641,cs,Care received,Advice and support,I have found it really supportive during the early stages when my baby was born and throughout.,16,0.3597,pos,pos
9625,xn,Couldn't be improved,Nothing to improve,Nothing ....,1,0,neu,neu
8366,ef,Environment/ facilities,Food,Food variable,1,0,neu,neu
2108,ss,Staff,Staff: General,The whole team are good.,4,0.4404,pos,pos
4345,ss,Staff,Staff: General,Everybody who dealt wIth us were very helpful and looked after us very well.,13,0.669,pos,pos
6594,sa,Staff,Attitude Of Staff,Friendly staff who care,3,0.7506,pos,pos
2926,mm,Communication,Communication,ComprehensIve questIonIng before dIagnosIs and then recommend exercIses to help ease problem,11,0.6808,pos,pos
6474,cc,Care received,Care received,"Excellent care and support from all multidisciplinary team who took care of me.everyone were happy to help and cheer me up when I was admitted to the ward and offered me plenty of support during my stay during the night and day too.Ward is well organised ,kept clean and tidy with plenty of members of staff who are working extremely hard to give excellent care and advice or patients and each other too.Food options are perfect too and kitchen staff are amazing as well.Thank you very much for all your hard work and making my stay less stressful and for making me more confident with daily tasks and for including me with a daily care planning .You are all amazing and fully recommended to my friends and family if similar treatment will be needed in the future.Happy to meet you all and will always keep you In my heart as you are my NHS heroes.Take care and keep up with your great and hard work .",165,0.9959,pos,pos
3983,mm,Communication,Communication,Rang pt before vIsIt: Yes,4,0.4019,pos,pos
11080,cs,Care received,Advice and support,"Helped me as a mum with new talking strategies, my son loved it too",13,0.5994,pos,pos
4481,cc,Care received,Care received,No help is provided.  My son was written off and was ignored.  He was discharged despite high anxiety.  We were reffered to external services who do not specialise in mental health issues/anxiety.,34,-0.0726,neg,neg
4342,cc,Care received,Care received,DIetIcIan talk waste of tIme.,4,-0.4215,neg,neg
5343,ep,Environment/ facilities,Parking/transport,"Useful tips to try at home, hopefully they will make a difference. S ide note: The parking situation is awful, absolutely no spaces and lots of illegal parking .",28,-0.5413,neg,neg
9228,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,neu
4890,cs,Care received,Advice and support,Strategies and resource list is great.,5,0.6249,pos,pos
7940,sa,Staff,Attitude Of Staff,"* has been so lovley and helpful, thankyou.",7,0.4703,pos,pos
3243,sa,Staff,Attitude Of Staff,"FrIendly and gave InformatIon,  lIstened to Issues.",7,0.4939,pos,pos
6758,cr,Care received,Rules/approach to care,I have been well looked after,5,0.2732,pos,pos
8611,cc,Care received,Care received,Keep up the good work..,4,0.4404,pos,pos
5346,mm,Communication,Communication,"Very  helpful, clear and easy, understanding information given. Lots of opportunities to discuss and ask questions.",16,0.8878,pos,pos
4762,cc,Care received,Care received,Service very good.,2,0.4927,pos,pos
492,eq,Environment/ facilities,Facilities/equipment,"Improve the supply chain of bandages. There is frequently an issue about having the necessary bandages. The nurses on the front line always resolve this, but they would be assisted by a better supply chain.",34,0.765,pos,pos
6044,sp,Staff,Professionalism/Competence Of Staff,All the staff are really hard working polite and caring,9,0.3626,pos,pos
10874,cr,Care received,Rules/approach to care,"I attended the save a babies life course in November when my daughter was 5 months old, it was very informative - I went in knowing nothing and came out with lots of very useful information.  
When my daughter was 9 months old and she was sat in her high chair eating a big piece of apple (I left it big on purpose so she wouldn't choke on it), she ended up biting a piece off and choking, she went bright red and couldn't breathe. it was terrifying, but because I’d attended the Save a Babies life course I knew what to do - I didn't panic, I just thought back to the course and what I'd learnt - I gave her 4 blows to her back and fortunately the apple came out, she was upset afterwards understandably but she was ok.  
I was in the house by myself so if it weren't for me doing the course then I wouldn't have known what to do and she might not be here today. It really did save her life! I would definitely recommend every parent to go.",188,0.9702,pos,pos
4130,xn,Miscellaneous,Nothing to improve,"NothIng, excellent",1,-0.4585,neg,pos
2989,cc,Care received,Care received,Enjoyed.,0,0.5106,pos,pos
9199,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,neu
938,sp,Staff,Professionalism/Competence Of Staff,"Very friendly, professional and good at keeping me informed during a difficult time.",12,0.5984,pos,pos
11726,sl,Staff,Staffing levels,"Cheviot ward. I feel that there is a problem with staffing being short. They keep saying we have the right amount of staff but I dont think so. They are always short of staff. I am involved regular in my ward round and I think they are ok as they are. I cannot give examples of when I have felt cared for. Feeling down, trying to see staff and having to wait a long time is not good. We have A lot of patients on levels making it hard for staff to speak to you. The Staff do listen sometimes but ask them to spend more time with Patients. I don’t think we have a sense of community. The community meeting every Friday… but only 3 patients are attending.",128,0.4001,pos,neg
10189,ec,Environment/ facilities,Cleanliness,The toilets and ward could have been cleaner. Under the present conditions I would have exspected better cleanliness.,17,0.5574,pos,neu
7830,sa,Staff,Attitude Of Staff,Very nice  nurses all,4,0.4754,pos,pos
8048,ss,Staff,Staff: General,An amazing ward with a fantastic team of staff.,8,0.8126,pos,pos
9465,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,neu
11255,sp,Staff,Professionalism/Competence Of Staff,"I do not want to go into details as I have made a formal complaint against the Aspergers Service at The Pines, Bulwell Hospital which so far I have not received a satisfactory response.  
  
In a nutshell, my daughter was not treated well at all by this service, both her and myself are most disappointed and I would not encourage anyone else to use it, if they would be treated the way in which my daughter was.  
The staff there need to appreciate that they are dealing with adults who have 'Aspergers Syndrome', hence many people mask their condition, which includes their feelings; as professional staff they should be able to detect that.  
There is far too much of a 'bull in a China shop' approach, in my opinion.  
Maybe that was just my daughter's experience but I expect them to make much more of an effort to engage with clients more satisfactorily.  
From our experience, we expect professionals to act professionally and this was not the case. This was most disappointing and I would be very reluctant to use the service myself and I know that my daughter feels exactly the same.  
The Aspergers Service is supposed to be 'helpful', not 'hopeless'.",210,-0.6818,neg,neg
3410,cc,Care received,Care received,Happy wIth all care receIved.  The staff were very helpful & frIendly & I recommend thIs ward to everyone.,19,0.9454,pos,pos
9587,xn,Couldn't be improved,Nothing to improve,nothing,0,0,neu,neu
9330,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,neu
1803,sp,Staff,Professionalism/Competence Of Staff,On time and professional. Both Dr Powar and Lucy provided a comfortable and safe environment for the appointment to take place. No ideas on how to...,25,0.6124,pos,pos
9372,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,neu
521,mi,Communication,Amount/clarity of information,"You could and should update the information given on the website. The telephone number given was out of date, and meant that having rung it, I then had to ring another number, which was given too quickly to take down in one go.",42,0.1531,pos,neg
10086,ss,Staff,Staff: General,"Staff have been excellant, food been good and plenty to chose from.",11,0.4404,pos,pos
6551,ds,Dignity,Feeling safe including bullying,Felt safe during covid. Helpful staff.,5,0.6908,pos,pos
6987,sa,Staff,Attitude Of Staff,Nice staff,1,0.4215,pos,pos
8541,eq,Environment/ facilities,Facilities/equipment,I wish I’d had a radio.,5,0.4019,pos,neu
3803,cs,Care received,Advice and support,It has given some idea to what type of food to give them.  Wearing a baby grow could be doing development.,21,0,neu,neu
8179,cc,Care received,Care received,"Could have been slightly quicker, been in the hospital for 20 hours.",11,0,neu,neu
2957,sa,Staff,Attitude Of Staff,"Doctors and staff were very helpful, made us feel posItIve about our problems Illness.",13,0.3167,pos,pos
1887,sp,Staff,Professionalism/Competence Of Staff,"However, I would like to thank Paul X for being diligent and scientific in his approach which led to as suitable medication for an increase in Dopamine A condition, rather than a mental health in contextual meaning.",36,0.743,pos,pos
5581,mi,Communication,Amount/clarity of information,"Very informative, friendly staff.",3,0.539,pos,pos
7033,xn,Miscellaneous,Nothing to improve,None,0,0,neu,neu
932,sa,Staff,Attitude Of Staff,"On time, very good communication, caring, kind nature.",7,0.8766,pos,pos
1177,cc,Care received,Care received,Staff and patient interaction. ,4,0,neu,neu
10179,ss,Staff,Staff: General,The staff explained everything clearly and nothing was too much trouble.,10,0,neu,neu
7469,sa,Staff,Attitude Of Staff,Staff were very friendly and helpful,5,0.762,pos,pos
10982,mi,Communication,Amount/clarity of information,Mindfulness wasn't something I would've considered before I was here but because of the skill of the OT team I gave it a chance and have found a great new coping mechanism that I can work in the real world and make stronger,42,0.9109,pos,pos
901,aa,Access,General,More time. ,2,0,neu,nue
6183,ss,Staff,Staff: General,Been treated well,2,0.2732,pos,pos
7425,sa,Staff,Attitude Of Staff,Staff was helpful and amazing lovely and they look after me great ����,12,0.9382,pos,pos
6086,co,Care received,1-2-1 care/Time spent with service user,Always felt very safe even when dozing a nurse was always at my side. If I wasn’t sick I’d be glad to be here,23,0.4391,pos,pos
4283,cc,Care received,Care received,"I am looked after extremely well but fInd the ward very noIsy.
The food Is very good and plentIful.",17,0.5418,pos,pos
5032,cc,Care received,Care received,The help is there.,3,0.4019,pos,pos
3251,sa,Staff,Attitude Of Staff,"FrIendly and welcomIng, brIllIant wIth son.",5,0.872,pos,pos
9988,ep,Environment/ facilities,Parking/transport,Parking and waiting time.,3,0,neu,neu
6064,sa,Staff,Attitude Of Staff,All the staff were lovely,4,0.5859,pos,pos
9012,xn,Couldn't be improved,Nothing to improve,None,0,0,neu,neu
6958,cc,Care received,Care received,My name is * * l found my stay excellent whilst I was recovering the staff are worth the weight in gold and I felt like the queen they deserve more money thanks a lot to you all I going to miss you all yours sincerely * * ����,48,0.9149,pos,pos
8726,sl,Staff,Staffing levels,More staffing so people can answer quicker,6,0,neu,neu
10247,ss,Staff,Staff: General,"Urology doctor a bit unprofessional, think her name was *, I do not like her. My name is * * please feel free to contact me if you would like information.",30,-0.2311,neg,neg
8856,xn,Couldn't be improved,Nothing to improve,No,0,-0.296,neg,neu
6424,cc,Care received,Care received,Everything was fantastic,2,0.5574,pos,pos
714,xn,Couldn't be improved,Nothing to improve,"Nothing, everything was really good.",4,0.4927,pos,pos
2879,sa,Staff,Attitude Of Staff,Can never thank the staff member enough for all she has done. Goes the extra mIle. OutstandIng xxx,17,0.4386,pos,pos
6781,mi,Communication,Amount/clarity of information,I was kept up to date by the nurses and they answered all my questions,14,0,neu,pos
11138,sa,Staff,Attitude Of Staff,Bilsthorpe children's centre session. Nice friendly service. Daughter really enjoys the singing and choice of toys.,15,0.8622,pos,pos
5879,cr,Care received,Rules/approach to care,XXXX was so helpful in difficult situation.  My husband has Dementia and finds it embarrassing but XXXX made it easy and has a friendly approach to us both.  Very good advice.  She is a credit to your team.,40,0.9474,pos,pos
10741,cp,Care received,Physical care,"I recently went into hospital for a prostatectomy operation. I was admitted Monday morning and after the op, was taken to the recovery ward and then to the urology ward. I had surgical stockings, a catheter and six incisions in my abdominal area, one of which was dressed due to post-op bleeding. I had an allocated nurse when I arrived on the ward.  
The nurses on the ward change every 12 hours and so her shift finished at 7pm and a new team started and I had another nurse allocated. At 7am the next morning the day shift started again with a different set of nurses. One of my other wounds started bleeding so I called for a nurse to have a dressing applied. This she said she would do and duly came back with the dressing.  
My nominated nurse then came along and showed me how to change my catheter bag which was strapped to my leg and with which I would be going home with. She said that I had to change which leg I had the bag fixed to each day in order to avoid ""penis rot"" which was quite alarming to hear.  
I was then told that I could go home at 3.30pm that same day. In the meantime another wound had started to weep and I again called for a nurse to apply a dressing. This was done. When I was due to leave the ward I asked if I could have some spare dressings to take home with me. My nominated nurse said that I had to request them from the district nurse when I got home and that if I had any problems with my catheter I had to do the same and contact the district nurse.  
As I was leaving I wanted to ask my nominated nurse how long I had to wear the surgical stockings for. She was on a break so I asked one of the other staff nurses and she said that, as I was self injecting myself for 28 days with a blood thinner I only needed the stockings for a few days until I was mobile. I thought that this didn't sound right so I decided myself that I would wear them at least until my catheter was removed. The day after I got home my penis was quite sore and burning so I phoned the number given to me for the district nurse team.  
However, I actually got through to the emergency urology advise team and when I explained the situation I was told it was probably ""penis rot"" and to contact the district nurse team on the number he gave me on the phone. I duly contacted the team and asked if they could call and check my catheter and also could they bring some dressings as the ones I had needed changing and another was weeping and I only had simple plasters at home.  
I was told that they do not supply dressings as they only dealt with catheters and I had to go and see my GPs practice nurse for fresh dressings. At this point I was practically housebound due to mobility problems and had no way of getting to my GPs.  
The district nurse came out and said that my catheter had not been positioned properly on the ward and was pulling when I sat down causing the pain and burning sensation. He adjusted it and gave me an anaesthetic gel to use. When I mentioned the ""penis rot"" and having to change the position of the bag to alternate legs each day he said that was rubbish as ""penis rot"" only happened occasionally in men with long term catheters i.e. for months and changing the position each day would probably cause more harm than good.  
I went back to the urology ward a week later to have my catheter removed in a TWOC. This was quite painful and bled quite a lot. The nurse said that was usual and that I should drink extra water to dilute it out. I satisfactorily passed urine on the 3 occasions I needed to in order to go home and not have the catheter back in. I mentioned to the nurse about my wounds and dressings (at this point I only had plasters on). She said these were no good as they didn't breathe so she changed all the dressings and gave me some spare to take home. I also asked if I could take off my surgical stockings as I had my catheter out and was told that I had to wear them for at least a month.  
Throughout all this time I felt confused and frustrated with so many conflicting views.  
The op I had is pretty standard and I felt that, to save any confusion and to help the ward nurses who are extremely busy anyway, it may be a good idea to have a standard check list that clearly outlines what the procedure is for catheters/stockings/dressings etc and to have clear telephone numbers and information about where to go for after ward care.  
The ward had drawer fulls of dressings so why not send the patient home with spares? Why can't the district nurse team deal with dressings or other things apart from just catheters? Why isn't there a standard time on surgical stocking wear? and why aren't the people on the urology ward and emergency telephone line aware that ""penis rot"" is very occasional and only in long term catheter wearers and not for men like me who only had the catheter for 8 days? Also urology ward nurses in particular should know how to correctly position catheter bags and be able to give the correct advice on maintenance upon going home.",972,-0.946,neg,neg
698,cc,Care received,Care received,I think regular appointments to check in with me would be better.,11,0.4404,pos,neu
9718,xn,Couldn't be improved,Nothing to improve,Nothing could of been done any better,6,0.4404,pos,pos
4842,sa,Staff,Attitude Of Staff,"Staff friendly, lots of activities to do.",6,0.4939,pos,pos
11719,sl,Staff,Staffing levels,Eden ward. I guess an example of good care would be it’s often to a good standard but sometimes I feel not very listened to. I have a ward round every month and yes I am very involved in it. Staffing… yes we have the right amount of staff to keep things feeling safe but often they get taken to help facilitate other wards. Have our staff left alone. Try and make us feel that changes will happen. Our community. Do we feel we have a sense of community… Not really to be honest. There are clicks with certain people who go out there way to target certain people and when I speak of the problem I am not listened to once again.. to improve things treat this ward as a moving on ward as I was told that’s what it is and stick to the policy of what it is supposed to be.,153,0.9858,pos,neu
9055,xn,Couldn't be improved,Nothing to improve,Not a thing. We are all so grateful for everything you have done for us.,14,0.5949,pos,pos
2564,sa,Staff,Attitude Of Staff,"Wendy and Hayley were very friendly and explained all procedures regarding my problem. 
Overall I could not fault the friendly service, many thanks. ",23,0.8571,pos,pos
3942,mi,Communication,Amount/clarity of information,"More awareness of the foods, information on packaging, salt, health and well being, calories, more concious about weight gain, thanks XXXX",20,0.8126,pos,pos
9390,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,neu
5371,sa,Staff,Attitude Of Staff,Very friendly.,1,0.5413,pos,pos
10360,dp,Dignity,Involvement: Of Service Users/Patients,"During my short time volunteering with Sure Start, I was made to feel part of the team, positive and welcoming. Diane and Lisa are lovely people who encouraged me throughout. I really enjoyed my time at Chatter Tots and would like to say thank you for having me. Also thanks to Michelle who is very understanding to my changing circumstances. I hope to work with you again soon.  
I especially enjoyed the ELKLAN course. I thought the teachers were great and I made some new friends from this very informative course.",91,0.9901,pos,pos
4875,sa,Staff,Attitude Of Staff,"Staff very nice, very good care received. Happy with all care given.",11,0.9532,pos,pos
4003,mm,Communication,Communication,Rang pt before vIsIt: Yes,4,0.4019,pos,pos
6909,sa,Staff,Attitude Of Staff,Lovely staff couldn’t ask for better,5,0.7717,pos,pos
6400,cc,Care received,Care received,"Everything has been ok since I got here, I had the best night sleep. Meals are good. Nursing is brilliant.",19,0.9201,pos,pos
8293,xn,Couldn't be improved,Nothing to improve,Everything was perfect,2,0.5719,pos,pos
1725,cc,Care received,Care received,Podiatry - brilliant. Rest of service - good,7,0.7717,pos,pos
8068,ss,Staff,Staff: General,Because all staff are excellent.,4,0.5719,pos,pos
